net,length_um
_05983_,17.78
_07977_,17.78
u_cpu.cpuregs\[0\]\[7\],17.78
u_cpu.cpuregs\[1\]\[14\],17.78
u_sram.mem\[28\]\[20\],17.78
u_sram.mem\[54\]\[4\],17.78
u_sram.mem\[57\]\[27\],17.78
u_sram.mem\[57\]\[30\],17.78
net4594,17.78
u_cpu.cpuregs\[1\]\[4\],17.77
_04510_,17.76
_05505_,17.76
_13900_,17.76
u_cpu.cpuregs\[13\]\[10\],17.76
u_cpu.cpuregs\[16\]\[8\],17.76
u_sram.mem\[48\]\[21\],17.76
_09082_,17.74
u_sram.mem\[6\]\[31\],17.74
_04450_,17.72
_06999_,17.72
_14079_,17.72
u_sram.mem\[42\]\[0\],17.72
net4306,17.72
_05951_,17.7
_11854_,17.7
u_cpu.cpuregs\[5\]\[23\],17.7
u_uart.rx_data_raw\[1\],17.7
net5114,17.685
_06871_,17.68
_08608_,17.68
_09688_,17.68
_10343_,17.68
_13083_,17.68
_13479_,17.68
_14401_,17.68
net4940,17.68
_02225_,17.66
_04414_,17.66
u_cpu.cpuregs\[26\]\[20\],17.66
u_sram.mem\[15\]\[25\],17.66
net2414,17.66
_05254_,17.64
_07131_,17.64
_09562_,17.64
_13508_,17.64
u_sram.mem\[4\]\[9\],17.64
u_sram.w_strb_r\[3\],17.64
_09634_,17.62
_14185_,17.62
u_cpu.cpuregs\[20\]\[10\],17.62
u_cpu.cpuregs\[28\]\[9\],17.62
u_sram.mem\[35\]\[14\],17.62
u_sram.mem\[49\]\[0\],17.62
_04601_,17.6
_04797_,17.6
_11243_,17.6
_13902_,17.6
u_cpu.cpuregs\[22\]\[25\],17.6
net3096,17.6
_07394_,17.58
u_cpu.cpuregs\[27\]\[7\],17.58
u_interconnect.m_axi_wdata\[6\],17.58
u_sram.mem\[33\]\[1\],17.58
u_sram.mem\[34\]\[21\],17.58
u_sram.mem\[60\]\[21\],17.58
net2641,17.58
net3366,17.58
_13025_,17.575
net5161,17.565
_05613_,17.56
_07798_,17.56
_13277_,17.56
_14197_,17.56
_14229_,17.56
net3793,17.56
_13140_,17.54
u_cpu.cpuregs\[0\]\[5\],17.54
u_sram.mem\[2\]\[26\],17.54
net3977,17.54
net5019,17.54
_05530_,17.52
_06375_,17.52
_10405_,17.52
u_cpu.cpuregs\[20\]\[22\],17.52
u_sram.mem\[47\]\[18\],17.52
net3016,17.52
u_sram.mem\[15\]\[12\],17.51
_11621_,17.5
net3512,17.5
_05165_,17.48
_08098_,17.48
_11110_,17.48
_14038_,17.48
_14291_,17.48
u_cpu.cpuregs\[18\]\[31\],17.48
u_cpu.cpuregs\[19\]\[1\],17.48
u_sram.mem\[14\]\[24\],17.48
u_sram.mem\[3\]\[6\],17.48
u_sram.mem\[57\]\[28\],17.48
_05393_,17.46
_10062_,17.46
u_cpu.cpuregs\[0\]\[17\],17.46
_09074_,17.44
_11932_,17.44
u_cpu.cpuregs\[3\]\[17\],17.44
u_sram.mem\[57\]\[26\],17.44
_13558_,17.42
u_cpu.cpuregs\[15\]\[14\],17.42
net1516,17.42
_05148_,17.4
u_cpu.cpuregs\[17\]\[11\],17.4
u_cpu.cpuregs\[27\]\[2\],17.4
_10264_,17.38
_10374_,17.38
net4004,17.38
_10310_,17.37
u_cpu.cpuregs\[30\]\[4\],17.37
net2514,17.365
_06072_,17.36
_08325_,17.36
_12991_,17.36
u_cpu.cpuregs\[14\]\[1\],17.36
u_cpu.cpuregs\[18\]\[20\],17.36
_14100_,17.34
u_cpu.count_cycle\[22\],17.34
u_sram.mem\[13\]\[5\],17.34
net5366,17.335
_10291_,17.32
_14307_,17.32
u_cpu.cpuregs\[3\]\[16\],17.32
u_sram.mem\[47\]\[27\],17.32
net2913,17.32
_10442_,17.31
_07904_,17.3
_11472_,17.28
_12122_,17.28
u_cpu.cpuregs\[0\]\[18\],17.28
u_cpu.cpuregs\[12\]\[1\],17.28
u_cpu.cpuregs\[27\]\[24\],17.28
u_cpu.cpuregs\[30\]\[18\],17.28
u_interconnect.s0_axi_rdata\[1\],17.28
u_sram.mem\[54\]\[25\],17.28
net2596,17.28
_05246_,17.26
_11323_,17.26
_13601_,17.26
_14155_,17.26
_14470_,17.26
u_cpu.cpuregs\[18\]\[5\],17.26
u_cpu.cpuregs\[23\]\[24\],17.26
u_cpu.cpuregs\[4\]\[15\],17.26
u_sram.mem\[26\]\[18\],17.26
u_sram.mem\[49\]\[6\],17.26
u_sram.mem\[61\]\[21\],17.26
net2625,17.26
net3168,17.26
_06084_,17.24
_07792_,17.24
_07797_,17.24
_08472_,17.24
_11351_,17.24
u_sram.mem\[40\]\[30\],17.24
net298,17.24
u_sram.mem\[9\]\[30\],17.23
_01924_,17.225
net1733,17.225
_06277_,17.22
_13960_,17.22
u_cpu.cpuregs\[28\]\[31\],17.22
u_cpu.cpuregs\[3\]\[27\],17.22
u_cpu.cpuregs\[9\]\[16\],17.22
net3909,17.22
u_sram.mem\[9\]\[29\],17.21
_13727_,17.2
u_cpu.cpuregs\[18\]\[21\],17.2
u_cpu.cpuregs\[20\]\[6\],17.2
_05119_,17.18
_05879_,17.18
_08235_,17.18
_13728_,17.18
u_cpu.cpuregs\[18\]\[22\],17.18
u_cpu.cpuregs\[23\]\[30\],17.18
u_cpu.cpuregs\[6\]\[18\],17.18
u_sram.mem\[38\]\[20\],17.18
_08802_,17.16
_12068_,17.16
u_cpu.cpuregs\[26\]\[30\],17.16
_01508_,17.14
_05030_,17.14
_06775_,17.14
_07679_,17.14
_10006_,17.14
u_cpu.cpuregs\[5\]\[17\],17.14
u_sram.mem\[61\]\[9\],17.14
u_sram.mem\[8\]\[26\],17.14
net2167,17.14
net2609,17.125
_04855_,17.12
_06552_,17.12
_13707_,17.12
u_cpu.cpuregs\[28\]\[30\],17.12
u_sram.mem\[45\]\[20\],17.12
u_sram.mem\[62\]\[24\],17.12
net2598,17.12
net5008,17.12
_05061_,17.1
_05098_,17.1
_06947_,17.1
_07642_,17.1
_09098_,17.1
_10617_,17.1
_11298_,17.1
_12010_,17.1
_13087_,17.1
u_cpu.cpuregs\[10\]\[0\],17.1
u_cpu.cpuregs\[5\]\[31\],17.1
u_sram.mem\[62\]\[14\],17.1
u_sram.mem\[40\]\[6\],17.095
u_sram.mem\[40\]\[26\],17.08
net3602,17.08
net4299,17.075
_01825_,17.06
_05346_,17.06
_08617_,17.06
_10725_,17.06
net3700,17.06
u_cpu.cpuregs\[2\]\[18\],17.035
_01074_,17.02
_10744_,17.02
_11624_,17.02
u_cpu.cpuregs\[0\]\[16\],17.02
u_cpu.cpuregs\[28\]\[25\],17.02
u_cpu.cpuregs\[30\]\[29\],17.02
u_sram.mem\[39\]\[23\],17.02
net5242,17.02
_04815_,17
_05120_,17
u_cpu.cpuregs\[2\]\[19\],17
_04459_,16.995
net69,16.995
_09578_,16.98
_11077_,16.98
u_cpu.cpuregs\[23\]\[7\],16.98
u_sram.mem\[38\]\[3\],16.98
u_sram.mem\[58\]\[0\],16.98
_10535_,16.96
net852,16.96
net3932,16.96
net3980,16.96
_05241_,16.94
_08656_,16.94
_09468_,16.94
_12753_,16.94
u_cpu.cpuregs\[21\]\[25\],16.94
net1918,16.94
net2229,16.94
net4577,16.94
_05039_,16.92
_08772_,16.92
_11503_,16.92
_11609_,16.92
_11811_,16.92
u_sram.mem\[2\]\[18\],16.905
_04888_,16.9
_09916_,16.9
_13016_,16.9
_13163_,16.9
u_cpu.cpuregs\[15\]\[15\],16.9
u_cpu.cpuregs\[6\]\[1\],16.9
u_cpu.cpuregs\[8\]\[11\],16.9
u_cpu.cpuregs\[8\]\[31\],16.9
u_sram.mem\[57\]\[31\],16.9
net4000,16.9
_07767_,16.88
_09744_,16.88
_10324_,16.88
_14037_,16.88
_14073_,16.88
u_sram.mem\[18\]\[6\],16.88
u_sram.mem\[57\]\[29\],16.88
net1852,16.88
net3690,16.88
_04382_,16.86
_06063_,16.86
u_cpu.cpuregs\[16\]\[10\],16.86
net1913,16.86
net3985,16.86
_04837_,16.84
_06727_,16.84
u_cpu.cpuregs\[4\]\[14\],16.84
u_interconnect.s0_axi_rdata\[7\],16.84
u_sram.mem\[63\]\[14\],16.84
net4404,16.84
u_cpu.cpuregs\[15\]\[23\],16.82
u_cpu.cpuregs\[16\]\[1\],16.82
u_cpu.cpuregs\[1\]\[6\],16.82
net4180,16.82
_05576_,16.8
_09765_,16.8
u_cpu.cpuregs\[5\]\[2\],16.8
u_sram.mem\[13\]\[11\],16.8
u_sram.mem\[13\]\[29\],16.8
u_sram.mem\[23\]\[23\],16.8
net1923,16.8
net2317,16.8
net4302,16.8
u_sram.mem\[2\]\[19\],16.785
_04493_,16.78
_05403_,16.78
_06508_,16.78
_06736_,16.78
_13234_,16.78
u_cpu.cpuregs\[14\]\[15\],16.78
u_cpu.cpuregs\[8\]\[21\],16.78
net2539,16.78
net2975,16.78
_01808_,16.76
_06367_,16.76
_08051_,16.76
_08796_,16.76
_09157_,16.76
_11081_,16.76
_12971_,16.76
_14362_,16.76
u_cpu.cpuregs\[1\]\[16\],16.76
u_cpu.cpuregs\[21\]\[17\],16.76
u_cpu.cpuregs\[23\]\[9\],16.76
u_cpu.cpuregs\[2\]\[17\],16.76
net4883,16.76
net5333,16.76
net4746,16.745
_04342_,16.74
_06172_,16.74
_07590_,16.74
_09095_,16.74
u_cpu.cpuregs\[31\]\[9\],16.74
net1308,16.74
net1513,16.74
u_sram.mem\[19\]\[10\],16.73
_05211_,16.72
_07663_,16.72
_08818_,16.72
_10968_,16.72
_11937_,16.72
u_cpu.cpuregs\[19\]\[12\],16.72
u_cpu.cpuregs\[8\]\[23\],16.72
u_sram.mem\[62\]\[16\],16.72
_04940_,16.7
_05800_,16.7
u_cpu.cpuregs\[1\]\[24\],16.7
u_sram.mem\[11\]\[19\],16.7
u_sram.mem\[49\]\[24\],16.7
net741,16.7
net4210,16.685
net4933,16.685
_00019_,16.68
_08697_,16.68
_13731_,16.68
u_interconnect.s2_axi_rdata\[6\],16.68
u_sram.mem\[41\]\[11\],16.68
u_sram.mem\[8\]\[22\],16.68
_04488_,16.66
_06787_,16.66
_08488_,16.66
_08625_,16.66
_13909_,16.66
u_cpu.cpuregs\[24\]\[5\],16.66
u_cpu.cpuregs\[5\]\[12\],16.66
u_sram.mem\[49\]\[28\],16.66
net3812,16.66
_05553_,16.64
_13515_,16.64
u_cpu.cpuregs\[24\]\[9\],16.64
u_cpu.cpuregs\[28\]\[16\],16.64
u_cpu.cpuregs\[28\]\[1\],16.64
u_cpu.cpuregs\[7\]\[16\],16.64
u_uart.u_rx.clk_cnt\[4\],16.64
net2439,16.64
net2803,16.64
_11282_,16.62
_13908_,16.62
u_cpu.cpuregs\[22\]\[8\],16.62
u_sram.mem\[51\]\[16\],16.62
net765,16.62
net1643,16.62
u_sram.mem\[45\]\[11\],16.61
_08498_,16.6
_11285_,16.6
u_cpu.cpuregs\[19\]\[24\],16.6
u_sram.mem\[60\]\[16\],16.6
net2179,16.6
_09876_,16.59
_09101_,16.58
_13204_,16.58
u_cpu.cpuregs\[11\]\[11\],16.58
u_sram.mem\[16\]\[28\],16.58
u_sram.mem\[8\]\[10\],16.58
_06729_,16.56
_06980_,16.56
u_cpu.cpuregs\[19\]\[23\],16.56
u_cpu.cpuregs\[22\]\[5\],16.56
u_cpu.cpuregs\[25\]\[29\],16.56
u_cpu.cpuregs\[2\]\[26\],16.56
_05670_,16.54
_05877_,16.54
_08572_,16.54
u_cpu.cpuregs\[3\]\[25\],16.54
u_sram.mem\[29\]\[20\],16.54
u_sram.mem\[3\]\[4\],16.54
u_cpu.cpuregs\[12\]\[24\],16.53
u_sram.mem\[9\]\[21\],16.53
_07070_,16.52
_14068_,16.52
u_cpu.cpuregs\[11\]\[27\],16.52
u_sram.mem\[13\]\[26\],16.52
net2905,16.52
_06235_,16.5
u_cpu.cpuregs\[23\]\[28\],16.49
_04769_,16.48
_05788_,16.48
_07168_,16.48
_13807_,16.48
u_cpu.cpuregs\[17\]\[12\],16.48
u_cpu.cpuregs\[1\]\[25\],16.48
net428,16.48
net2385,16.48
_05663_,16.46
_09312_,16.46
_11542_,16.46
u_cpu.cpuregs\[20\]\[12\],16.46
u_sram.mem\[41\]\[22\],16.46
net2664,16.46
net2812,16.46
net5154,16.46
_03287_,16.445
_05527_,16.44
_13445_,16.44
u_cpu.cpuregs\[28\]\[11\],16.44
u_cpu.cpuregs\[28\]\[27\],16.44
u_cpu.cpuregs\[6\]\[16\],16.44
u_cpu.cpuregs\[7\]\[0\],16.44
u_cpu.instr_srli,16.44
u_sram.mem\[38\]\[4\],16.44
net994,16.44
net3092,16.44
net3949,16.44
u_sram.mem\[13\]\[12\],16.43
net4367,16.43
_05082_,16.42
_06083_,16.42
u_cpu.cpuregs\[10\]\[14\],16.42
u_cpu.cpuregs\[31\]\[27\],16.42
u_sram.mem\[33\]\[0\],16.42
net2474,16.42
net2062,16.405
_02834_,16.4
_04371_,16.4
_04758_,16.4
_05468_,16.4
_06450_,16.4
_11012_,16.4
_12976_,16.4
u_cpu.cpuregs\[6\]\[26\],16.4
net1071,16.4
net5285,16.4
_03782_,16.385
_11787_,16.38
u_cpu.cpuregs\[4\]\[1\],16.38
u_sram.mem\[3\]\[19\],16.38
net4087,16.38
_05123_,16.36
_09392_,16.36
_09395_,16.36
_11366_,16.36
u_cpu.cpuregs\[23\]\[1\],16.36
_05115_,16.34
_07947_,16.34
_11514_,16.34
u_cpu.cpuregs\[12\]\[3\],16.34
u_cpu.cpuregs\[7\]\[1\],16.34
u_sram.mem\[19\]\[6\],16.34
u_sram.mem\[45\]\[19\],16.34
u_sram.mem\[46\]\[31\],16.34
u_sram.mem\[61\]\[23\],16.34
_05008_,16.32
_09941_,16.32
_11365_,16.32
_13104_,16.32
u_cpu.cpuregs\[7\]\[29\],16.32
_01617_,16.3
_04662_,16.3
_04995_,16.3
_10871_,16.3
_11157_,16.3
_11607_,16.3
_11659_,16.3
_14361_,16.3
_14600_,16.3
u_cpu.cpuregs\[25\]\[27\],16.3
u_interconnect.m_axi_wdata\[11\],16.3
u_sram.mem\[31\]\[23\],16.3
u_sram.mem\[55\]\[16\],16.3
net4001,16.3
net4426,16.3
u_cpu.alu_out\[28\],16.285
u_cpu.cpuregs\[19\]\[17\],16.28
u_sram.mem\[9\]\[27\],16.27
_04693_,16.26
_08630_,16.26
_10698_,16.26
u_cpu.cpuregs\[26\]\[13\],16.26
u_cpu.cpuregs\[9\]\[9\],16.26
u_sram.mem\[13\]\[20\],16.26
net3967,16.26
net5241,16.26
net5376,16.245
_09316_,16.24
u_cpu.cpuregs\[22\]\[1\],16.24
u_cpu.cpuregs\[2\]\[3\],16.24
u_sram.mem\[32\]\[6\],16.24
net684,16.24
net2936,16.24
_04951_,16.22
_05020_,16.22
_09069_,16.22
_09437_,16.22
_09516_,16.22
_11878_,16.22
u_cpu.cpuregs\[13\]\[22\],16.22
u_sram.mem\[56\]\[3\],16.22
_05276_,16.2
u_cpu.cpuregs\[14\]\[10\],16.2
u_cpu.cpuregs\[4\]\[13\],16.2
u_cpu.cpuregs\[9\]\[1\],16.2
u_sram.mem\[31\]\[22\],16.2
u_sram.mem\[57\]\[1\],16.2
net1386,16.2
net1807,16.2
net2127,16.185
_05225_,16.18
_08478_,16.18
_11236_,16.18
_11456_,16.18
_13645_,16.18
u_cpu.cpuregs\[27\]\[28\],16.18
u_cpu.cpuregs\[9\]\[21\],16.18
u_sram.mem\[48\]\[29\],16.16
net4585,16.16
_06740_,16.15
_09393_,16.14
_10852_,16.14
_11756_,16.14
u_cpu.cpuregs\[6\]\[25\],16.14
u_interconnect.m_axi_araddr\[15\],16.14
u_sram.mem\[7\]\[7\],16.14
_10534_,16.13
_04948_,16.12
_09849_,16.12
_11325_,16.12
_11546_,16.12
_13840_,16.12
u_cpu.cpuregs\[2\]\[29\],16.12
net2097,16.12
u_sram.mem\[9\]\[31\],16.11
_11864_,16.1
_11917_,16.1
_14088_,16.1
u_cpu.cpuregs\[28\]\[23\],16.1
u_cpu.cpuregs\[4\]\[31\],16.1
u_sram.mem\[33\]\[13\],16.1
u_sram.mem\[49\]\[7\],16.1
net935,16.1
net1699,16.1
net2067,16.1
net2493,16.1
net5234,16.1
net2841,16.085
_05987_,16.08
_08527_,16.08
_06672_,16.07
_04962_,16.06
_07486_,16.06
_11245_,16.06
u_cpu.cpuregs\[27\]\[15\],16.06
u_sram.mem\[29\]\[9\],16.06
u_sram.mem\[48\]\[16\],16.06
net1243,16.06
net3347,16.06
net4527,16.06
_08565_,16.04
u_cpu.cpuregs\[29\]\[17\],16.04
_14072_,16.02
u_sram.mem\[38\]\[2\],16.02
u_sram.mem\[39\]\[1\],16.02
net2280,16.02
_07441_,16
_08729_,16
_11014_,16
_12272_,16
net2819,16
net3426,16
_05574_,15.98
_08904_,15.98
_09408_,15.98
_13905_,15.98
u_cpu.cpuregs\[17\]\[24\],15.98
u_cpu.cpuregs\[18\]\[10\],15.98
u_cpu.cpuregs\[19\]\[21\],15.98
u_uart.rx_buf_data\[6\],15.98
net1207,15.98
_04573_,15.96
_12208_,15.96
_14077_,15.96
_14526_,15.96
_07716_,15.94
_09603_,15.94
_13458_,15.94
u_cpu.cpuregs\[6\]\[7\],15.94
u_sram.mem\[58\]\[26\],15.94
net1988,15.94
net2585,15.94
_09810_,15.92
_09839_,15.92
_11287_,15.92
_13533_,15.92
net31,15.92
_00637_,15.905
_06476_,15.9
_13084_,15.9
u_cpu.count_instr\[28\],15.9
u_cpu.cpuregs\[20\]\[18\],15.9
_06551_,15.88
_10105_,15.88
_10547_,15.88
u_cpu.cpuregs\[10\]\[30\],15.88
u_cpu.cpuregs\[21\]\[3\],15.88
u_cpu.cpuregs\[6\]\[8\],15.88
u_sram.mem\[28\]\[29\],15.88
u_sram.mem\[51\]\[7\],15.88
_04692_,15.86
_09477_,15.86
_14433_,15.86
u_cpu.cpuregs\[12\]\[25\],15.86
u_cpu.cpuregs\[14\]\[22\],15.86
u_cpu.cpuregs\[3\]\[12\],15.86
u_cpu.cpuregs\[4\]\[17\],15.86
net1606,15.86
net1649,15.86
net2604,15.86
_10403_,15.85
_07411_,15.84
_07915_,15.84
_08637_,15.84
_09936_,15.84
_12962_,15.84
_14196_,15.84
u_cpu.cpuregs\[30\]\[22\],15.84
u_cpu.cpuregs\[8\]\[16\],15.84
u_sram.mem\[28\]\[2\],15.84
u_sram.mem\[47\]\[10\],15.84
net1546,15.84
net1864,15.84
_05502_,15.82
_13720_,15.82
_14586_,15.82
u_sram.mem\[15\]\[13\],15.82
u_sram.mem\[47\]\[7\],15.82
net4771,15.82
_11985_,15.81
net1208,15.805
_04523_,15.8
_06800_,15.8
_07606_,15.8
_07649_,15.8
_08649_,15.8
_09827_,15.8
_10336_,15.8
_14308_,15.8
u_cpu.cpuregs\[30\]\[16\],15.8
u_sram.mem\[47\]\[15\],15.8
u_sram.mem\[60\]\[18\],15.8
net1575,15.8
net2185,15.8
net4745,15.8
_12027_,15.78
u_sram.mem\[51\]\[30\],15.78
u_sram.mem\[56\]\[4\],15.78
u_sram.mem\[58\]\[20\],15.78
net1594,15.78
_10295_,15.76
_10923_,15.76
_11494_,15.76
_12970_,15.76
_14201_,15.76
u_cpu.cpuregs\[15\]\[20\],15.76
u_cpu.cpuregs\[25\]\[3\],15.76
u_cpu.cpuregs\[9\]\[4\],15.76
u_sram.mem\[39\]\[14\],15.76
net2888,15.76
net761,15.745
_05456_,15.74
_08851_,15.74
_12252_,15.74
_12952_,15.74
_13194_,15.74
u_cpu.cpuregs\[15\]\[21\],15.74
u_sram.mem\[13\]\[25\],15.74
u_sram.mem\[17\]\[21\],15.74
u_uart.u_rx.shift_reg\[3\],15.74
net1888,15.74
net3147,15.74
net4295,15.74
_04956_,15.72
u_cpu.cpuregs\[5\]\[26\],15.72
u_sram.mem\[47\]\[1\],15.72
net1927,15.72
net5247,15.72
_04925_,15.7
_06136_,15.7
_09558_,15.7
_11198_,15.7
_13871_,15.7
u_sram.mem\[11\]\[20\],15.7
u_sram.mem\[14\]\[16\],15.7
u_sram.mem\[43\]\[16\],15.7
u_sram.mem\[46\]\[19\],15.7
net2334,15.685
_04969_,15.68
_09750_,15.68
_11594_,15.68
u_cpu.cpuregs\[17\]\[25\],15.68
u_cpu.cpuregs\[19\]\[19\],15.68
u_cpu.cpuregs\[1\]\[0\],15.68
u_cpu.cpuregs\[30\]\[9\],15.68
u_sram.mem\[54\]\[0\],15.68
net5067,15.68
net98,15.665
_06134_,15.66
_06321_,15.66
_09360_,15.66
_12170_,15.66
u_cpu.cpuregs\[3\]\[11\],15.66
u_sram.mem\[51\]\[28\],15.66
net891,15.66
net4872,15.66
net2798,15.645
_09142_,15.64
_10829_,15.64
u_sram.mem\[38\]\[19\],15.64
u_sram.mem\[44\]\[28\],15.64
u_sram.mem\[54\]\[6\],15.64
u_sram.mem\[56\]\[14\],15.64
net128,15.625
_12083_,15.62
u_cpu.cpuregs\[28\]\[20\],15.62
net1530,15.62
net4555,15.62
_13857_,15.6
u_cpu.cpuregs\[17\]\[28\],15.6
u_cpu.cpuregs\[18\]\[3\],15.6
net2061,15.6
net2460,15.6
net2184,15.585
_10167_,15.58
u_cpu.cpuregs\[25\]\[9\],15.58
net1527,15.58
net3962,15.58
_06305_,15.56
_08200_,15.56
_08340_,15.56
_09062_,15.56
_11357_,15.56
u_cpu.cpuregs\[30\]\[23\],15.56
net727,15.56
_06124_,15.555
_00633_,15.545
_09303_,15.54
_09553_,15.54
_09833_,15.54
_05303_,15.52
_07999_,15.52
_11413_,15.52
u_cpu.cpuregs\[1\]\[1\],15.52
u_cpu.cpuregs\[22\]\[13\],15.52
u_cpu.cpuregs\[28\]\[8\],15.52
u_cpu.cpuregs\[6\]\[13\],15.52
_01454_,15.5
_10444_,15.5
u_cpu.cpuregs\[19\]\[5\],15.5
u_sram.mem\[32\]\[15\],15.5
net2957,15.5
_10677_,15.49
_07787_,15.48
_13968_,15.48
_14339_,15.48
u_cpu.cpuregs\[26\]\[14\],15.48
u_cpu.cpuregs\[9\]\[18\],15.48
u_sram.mem\[22\]\[19\],15.48
u_sram.mem\[38\]\[18\],15.48
u_sram.mem\[40\]\[17\],15.48
u_sram.mem\[41\]\[13\],15.48
net1604,15.48
net1967,15.48
net5323,15.48
u_sram.mem\[26\]\[9\],15.47
_07349_,15.46
u_cpu.count_instr\[10\],15.46
u_interconnect.s1_axi_rdata\[30\],15.46
u_sram.mem\[51\]\[9\],15.46
net61,15.46
net3688,15.46
u_sram.mem\[1\]\[28\],15.45
_06534_,15.44
_14243_,15.44
u_cpu.cpuregs\[13\]\[14\],15.44
_08725_,15.42
_11138_,15.42
_11206_,15.42
u_cpu.cpuregs\[11\]\[17\],15.42
u_sram.mem\[25\]\[9\],15.42
u_sram.mem\[29\]\[1\],15.42
u_sram.mem\[46\]\[14\],15.42
u_sram.mem\[49\]\[14\],15.42
u_sram.mem\[4\]\[17\],15.42
net516,15.42
net1688,15.42
net2377,15.42
net4064,15.42
net1858,15.405
_04537_,15.4
_06762_,15.4
_08749_,15.4
_09571_,15.4
_09893_,15.4
_12175_,15.4
_13307_,15.4
_14127_,15.4
_14417_,15.4
u_cpu.cpuregs\[0\]\[13\],15.4
u_cpu.cpuregs\[24\]\[15\],15.4
u_cpu.cpuregs\[25\]\[15\],15.4
u_cpu.cpuregs\[7\]\[13\],15.4
u_sram.mem\[36\]\[31\],15.4
net1465,15.4
net4003,15.4
_09953_,15.39
_04741_,15.38
_08822_,15.38
_09158_,15.38
_11715_,15.38
_14259_,15.38
u_cpu.cpuregs\[24\]\[6\],15.38
u_cpu.cpuregs\[26\]\[16\],15.38
u_cpu.cpuregs\[29\]\[5\],15.38
u_cpu.cpuregs\[4\]\[8\],15.38
u_sram.mem\[26\]\[17\],15.38
net2548,15.38
net2720,15.38
net4160,15.38
_04816_,15.36
_10327_,15.36
_10702_,15.36
u_cpu.cpuregs\[24\]\[21\],15.36
u_sram.mem\[15\]\[26\],15.36
net2501,15.36
net2256,15.345
_01505_,15.34
_05830_,15.34
_09860_,15.34
_10576_,15.34
_11612_,15.34
_14424_,15.34
u_cpu.cpuregs\[6\]\[4\],15.34
u_sram.mem\[61\]\[20\],15.34
net3608,15.34
_06930_,15.32
_07019_,15.32
_09528_,15.32
_11269_,15.32
u_cpu.cpuregs\[1\]\[17\],15.32
u_sram.mem\[36\]\[21\],15.32
u_sram.mem\[49\]\[25\],15.32
net214,15.32
_09126_,15.3
_13147_,15.3
u_cpu.cpuregs\[12\]\[4\],15.3
u_cpu.cpuregs\[20\]\[28\],15.3
u_sram.mem\[8\]\[15\],15.3
u_uart.u_rx.clk_cnt\[9\],15.3
net2436,15.3
net3519,15.3
_11734_,15.285
_04856_,15.28
_05028_,15.28
_06437_,15.28
_08266_,15.28
_09077_,15.28
_09865_,15.28
u_cpu.cpuregs\[27\]\[16\],15.28
u_cpu.cpuregs\[31\]\[21\],15.28
u_sram.mem\[13\]\[14\],15.28
u_sram.mem\[16\]\[31\],15.28
u_sram.mem\[45\]\[31\],15.28
u_sram.mem\[4\]\[11\],15.28
net5255,15.28
_05027_,15.26
_05285_,15.26
_10649_,15.26
_11765_,15.26
_14338_,15.26
u_cpu.cpuregs\[26\]\[27\],15.26
u_cpu.cpuregs\[7\]\[6\],15.26
u_sram.mem\[51\]\[19\],15.26
u_sram.mem\[55\]\[0\],15.26
net1622,15.26
net1623,15.26
net1892,15.26
net3120,15.26
net4459,15.26
_06242_,15.245
_04849_,15.24
_05021_,15.24
u_cpu.cpuregs\[14\]\[8\],15.24
u_sram.mem\[45\]\[4\],15.24
u_sram.mem\[57\]\[15\],15.24
_05999_,15.22
_07803_,15.22
_12173_,15.22
_13102_,15.22
_13592_,15.22
u_cpu.cpuregs\[5\]\[1\],15.22
net3402,15.22
net3491,15.22
net3927,15.22
net5197,15.22
_06622_,15.21
u_cpu.cpuregs\[14\]\[19\],15.21
_07006_,15.2
_08758_,15.2
_09445_,15.2
_13005_,15.2
net3158,15.2
_06974_,15.195
_04517_,15.18
_05401_,15.18
_05846_,15.18
_06428_,15.18
_06429_,15.18
_13387_,15.18
_14284_,15.18
u_cpu.cpuregs\[1\]\[11\],15.18
u_cpu.cpuregs\[22\]\[17\],15.18
u_interconnect.m_axi_awaddr\[7\],15.18
net839,15.165
_04351_,15.16
_05154_,15.16
_14579_,15.16
u_cpu.mem_state\[1\],15.16
net2060,15.145
net4790,15.145
_04433_,15.14
_06276_,15.14
_13823_,15.14
_14029_,15.14
_14115_,15.14
_14157_,15.14
_14438_,15.14
u_cpu.cpuregs\[0\]\[3\],15.14
u_cpu.reg_out\[26\],15.14
u_interconnect.m_axi_araddr\[13\],15.14
u_sram.mem\[56\]\[21\],15.14
u_sram.mem\[7\]\[23\],15.14
net2735,15.14
_10459_,15.125
_10430_,15.12
_11136_,15.12
_11615_,15.12
_12262_,15.12
u_sram.mem\[16\]\[24\],15.12
net4035,15.12
_05593_,15.1
_06479_,15.1
_09105_,15.1
_09828_,15.1
u_cpu.cpuregs\[1\]\[5\],15.1
u_cpu.cpuregs\[4\]\[3\],15.1
u_sram.mem\[54\]\[26\],15.1
u_sram.mem\[55\]\[30\],15.1
_08744_,15.095
net4783,15.095
_06518_,15.08
_06880_,15.08
_13129_,15.08
_13996_,15.08
_14389_,15.08
u_cpu.cpuregs\[15\]\[9\],15.07
net5350,15.065
_05298_,15.06
_11037_,15.06
u_cpu.cpuregs\[16\]\[22\],15.06
u_cpu.cpuregs\[19\]\[20\],15.06
u_cpu.cpuregs\[25\]\[31\],15.06
u_cpu.instr_beq,15.06
u_sram.mem\[6\]\[25\],15.06
net4595,15.06
_04463_,15.04
_06568_,15.04
